,file,text
26,files_original/AUD-20230205-WA0001.opus," Essa aqui é a minha gata, minha namorada aqui. Ela que fuma do bão, mas eu tenho... Ela é direta, enrolando. Ela é lá do Nordeste. Eu sou gaúcha. Quem é do Nordeste? Moro no Maranhão. Que Maranhão? Tu tem seu prato maranhense? Aham. Eu venho dos Norte. Eu venho dos Sul e venho dos Norte também. é mas era às 10 é mas não morou na Espanha também então"
27,files_original/AUD-20201009-WA0027.opus, Não vai só correr boqui! Puxa na guampa daí! Carvalho burra!
28,files_original/AUD-20201120-WA0006.m4a," Aí o cara acorda cedo, vai dormir cedo, dorme oito, não sei quantas horas por dia lá com o INPS, diz que tem que dormir, não come gordura, come alface, toma sutil suco gotoxi, faz academia, cuida, caminha, caminha todo dia. Aí acorda um dia, vai atravessar o asfalto Vem um caminhão e pau, ele vai, vai também Não tem, quando é pra ir Vai também E nós que bebemos, fumamos Fazemos demônio Tamo aí, vamos pegar o que? Vamos pegar o órgãozinho dele, tem que ele morrer O cara não bebia Não fumava, tem o pulmãozinho novo O rio, o fígado Sem pedra, sem nada A gente vai tá lá na fila do transplante Lá esperando o órgãozinho dele Vamos transplantar, uma semana depois nós estamos indo lá no bar de cebola de novo Dá mais um maracujá Que que é a dieta? Cuidou a vida toda dos órgãos e nós vamos destruir uma semana Sextou, não tem? Hoje é dia? Hoje tem? Tem!"
29,files_original/AUD-20200124-WA0004.opus," E logo que começa a pantança de fumo, daí nós não se vemos. Daí demora pra me receber com você. Por isso que eu quero levar você nos meus parentes, sair. Sair, desaparecer a cabeça, muita trabalho. Eu sei que trabalhar fechado. Igual eu, eu sou livre. Eu converso assim com Deus todo mundo no interior. Eu tenho amizade com Deus todo mundo. Onde eu vou, tem a fama. Porque graças a Deus eu nunca briguei com ninguém. E eu quero paz no meu coração. A pessoa que eu achei está séria. É séria a Michelle. Não tem para tirar. Eu até choro. Dá uma raiva."
30,files_original/AUD-20200229-WA0025.opus," E essa quaresma que não passa, louco vou tomar uma já."
31,files_original/AUD-20200417-WA0015.opus," Pode ser, pode ser. Tô com tesão por você, louca. Você nem sabe. Aquela hora eu ia cair e pular dentro do telefone por você. Aquela chamadinha que você fez. Ai, vontade de chupar. Segunda-feira, manutenção nos meus dentes."
32,files_original/AUD-20221124-WA0009.m4a," 4 horas da manhã você revistando as redes Dentro do caico, piazada, escuta aquela voz do além É quinta-feira, piazada E amanhã é sexta Levantar 4 horas da manhã, piazada Dar uma machadada num porco Fazer uma taxada de torresmo Comidar uma piazada Ficar tudo louco E seu porco no morreto Dá uma forçada, dá uma paulada É tudo nosso aqui no porto, piazada Vou entrar três horas da manhã no Medascana Fazer uma guarapa Convidar a piazada E ser feliz, piazada É o que importa Abraço forjado da águia Diretamente das margens do Uruguai E aí"
33,files_original/AUD-20210609-WA0018.opus," Fica com ela então, fica com ela!"
34,files_original/AUD-20221021-WA0015.opus," Viu? Ó, minha mãe me perguntou se eu vou votar. Eu respondi, votar bem louco."
35,files_original/AUD-20210521-WA0024.opus," Alô, NASA! Segura o foguete na base, quem vai decolar é nóis! Nós tá igual o aeroporto de Campinas, vira copos! Ihhuuu!"
36,files_original/AUD-20220929-WA0018.opus," Tá bom, beleza? Então, fechado, então, Ariltinho."
37,files_original/AUD-20200823-WA0005.opus, I'll serve it!
38,files_original/AUD-20210608-WA0036.opus," Meio ano, caralho. O negócio começou a fazer o aquecimento pra sexta-feira já. Mano, por semana do caralho, não acaba nunca. Música"
39,files_original/AUD-20230427-WA0019.opus," Vem! Vem pra soltar o meu bichinho, a minha pisciniquita, vem! Vem! Vem pra soltar a minha pisciniquitinha, vem! Vem! Eu quero ver quantos cocos tu tens! Vem, que eu tô com a poça ali, no campo da casa! Vem!"
40,files_original/AUD-20200606-WA0050.opus, Estou falando pouco porque aqui está arrebentando o mundo. Camarão e toverda.
41,files_original/AUD-20230715-WA0002.opus, se você pare com isso com isso aí não vai dar certo rapaz não vai dar certo para você que você entenda muito
42,files_original/AUD-20200513-WA0048.opus, Chega pra gelar!
43,files_original/AUD-20210706-WA0003.opus," Eeehuuu! É essa meu! É dessa lei que eu gosto! Olha o seu monte! Vai me dar dado, Superdive? Vai me dar dado? Hã?"
44,files_original/AUD-20191107-WA0016.opus," É galera, chegamos na quinta-feira, último gás hein, último gás, eu quero ver essa galera no final de semana."
45,files_original/AUD-20200229-WA0019.opus, Não há dever que eu dormisse e acordasse agora.
46,files_original/AUD-20210103-WA0037.m4a, Não é só você. Você entendeu muito bem no áudio. Eu falei que todos vocês só sabem encher o cu. Não se salva um aí. Todos vocês. Todos. São todos iguais. Por isso que vocês criaram um grupo. É o grupo dos bêbados vagabundo. Que só sabem incomodar as mulheres com bebedeira. É pareio. Não salva um aí no grupo. Não é você que tá levando a culpa. Não se salva um. É um mais bêbado do que o outro. Inclusive o Jaca. Que é o que mais convida o Dani pra fazer folia. Obrigado.
47,files_original/AUD-20210325-WA0009.mp3, hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai
48,files_original/AUD-20200814-WA0006.opus, Blitz pra cima da Molden Tarmis Barbearia.
49,files_original/AUD-20230122-WA0036.opus," Quem que tá indo aí por Rio de Janeiro de carona junto com o Giovanelli em cima da carga, uma rata"
50,files_original/AUD-20210909-WA0012.opus," Já vai trancar de novo, só liberaram os que iam até Mafra, que daí Mafra tá trancado Os que ficam na região aqui vão ficar tudo parado de novo Já vai... você lascou tudo de novo a turma aí Os que não saíram se fuderam, já jogaram um pau no meio da estrada aí Hihihihih"
51,files_original/AUD-20220625-WA0017.opus," Ô Pia, se você tiver com cebola, fala pro bicho que ele pode ir pra casa e deixar o carro lá no apartamento, no centro, que eu vou no Stamptish e vou pegar o carro lá depois. Não precisa vir aqui em casa."
52,files_original/AUD-20221216-WA0015.opus," Câmbio, câmbio, chamando..."
53,files_original/AUD-20220505-WA0030.opus," Nene, olha lá no grupo da família que a mãe colocou lá, clonaram o meu celular, a madrinha me ligou, estava recebendo ligações, usaram a foto do Face e um outro número, não sou eu, né? A mãe mudou a foto hoje de manhã."
54,files_original/AUD-20230710-WA0011.mp3," Quando você me encontrar, não tenha receio de dizer alô Não mude seus olhos pra outro lugar, não fique com medo Se alguém te perguntar, se eu sou ainda o seu grande amor Responda apenas que não vai contar os nossos segredos Veja a dúvida no ar Pra ninguém saber o que aconteceu O amor de repente irá voltar Pra convencer você e eu A gente não foi feliz como podia ser Perdemos tempo no tempo Quando aprendi a te conhecer Não sei o que era só fingimento A gente não tem culpa se a solidão é sobre a nossa saída A vida passa e nem se vai e nem amores são coisas da vida Se alguém te perguntar se eu sou a guinda O seu grande amor Responda apenas Que não vai contar Os nossos segredos Vamos lá! Deixa a dúvida no ar Pra ninguém saber O que aconteceu O amor de repente Irá voltar Pra convencer você e eu A gente não foi feliz Como podia ser Perdemos tempo no tempo Quando aprendi a te conhecer E era só fingimento A gente não deve culpa se a solidão Ajuda a nós a saída A vida passa e nesse país vem o quê? A vida passa e nesse país vem o quê? Legenda Adriana Zanotto"
55,files_original/AUD-20230309-WA0015.opus," As putas já foram tudo embora, né? Porque o Aue já foi feito, né, seu palhaço, seu babaca? Tu vai pra tua mãe pra tu ver se eu não faço escândalo lá! Vai piorar a situação! Beleza? Tu tem cansa! Se tu não aparecer aqui, eu te mato!"
56,files_original/AUD-20201022-WA0014.opus," Tá, né? Tu começou a falar besteira?"
57,files_original/AUD-20200218-WA0028.opus," Ô seus bosta, bota meu novo número aí no grupo, seus merda"
58,files_original/AUD-20190325-WA0033.mp3," Porra, amigo, vou te falar legal, eu não fico usando a internet wi-fi dos outros, internet wi-fi de loja, internet wi-fi o caralho não, cara. Isso aqui é um pacote de dados, filho. Pra abrir vídeo, gasta dinheiro. Aí eu vou abrir a porra do vídeo lá, é um traveco. Porra, tá de sacanagem, cara. Ou então sinaliza, vídeo de traveco, que aí eu não abro, porra Porra, vou abrir a porra, acredita que é um bagulho lá pra gente se divertir, pra gente rir Pra gente brincar, é a porra de um traveco, acaba estressando, filho Pô, se tu gosta, filho, cada um gosta do que quiser Eu sou homofóbico, filho Sou homofóbico, eu gosto de mulher, xereca, xaxota, buceta Agora se tu gosta contigo mesmo, só sinaliza, filho, que aí eu não abro, porra Ah, não é maneiro isso, isso não é normal, amigo Não é normal, toda hora tu bota bagulho de traverco, é peru É moleque de piroca, isso não é normal, filho Tem que se tratar, procurar um médico Agora, você me convencer que isso é normal Que eu não sei o que, que eu não sei o que Porra, quem treina joga, filho Ah, qual foi, amigo, depois de velho viado Amém."
59,files_original/AUD-20231005-WA0006.opus," Atenção para comerciantes aí do centro. É bom preparar a sua loja. Está chovendo muito forte, muita enchente aqui no centro. Atenção comerciantes. Chuva está muito forte aqui no centro. Atenção para comerciantes."
60,files_original/AUD-20221221-WA0037.opus," E tô usando o meu velhinho mesmo, todo remendado com arame..."
61,files_original/AUD-20210305-WA0007.opus," Ah, ah, ah, ah, pegar mulher bonita todo mundo pega, nego, isso aí é fácil, tá ligado? Quero ver pegar mulher feia, beijar na boca, andar de mondada, no centro cheio de gente, entendesse? Aí tu vai ver quem é homem de verdade, quem é macho. Ah, pegar mulher bonita não fode, pô, isso aí é a coisa mais fácil do mundo. Ah, mas o meu pingueiro não levanta pra mulher feia? É porque não tem a manha, não tem a manha. Dá dois tapas, dá uma encalada, aperta embaixo no canote que ele estufa a cabeça em cima. Bota no quentinho que ele já delata, entendesse? Não tem amanhã, tá ligado? Aí tem que ficar pegando mulher bonitinha, ficar fazendo vídeo. Aí eu sou foda, peguei uma altas gata bonita pra caralho. Todo mundo pega, nego. Quero ver pegar mulher feia. Pegar demônio, satanás, dragão de comodo. Tá ligado? Aí sim, quero ver. Tem que ser do meu tipo. De cara, hein? Sem tomar nenhum gole de Cuba. Hã? Duvido."
62,files_original/AUD-20220905-WA0024.opus, Estou trabalhando boca de burro
63,files_original/AUD-20230205-WA0000.opus," Vai bombar a praia, próximas notícias daqui a pouco, só assistir os vídeos. Eu pelo menos estou presente aqui, né? Surfer Loco, Tijuco do Sul. Um abraço pra galera de Bandeira Camboriú, um abraço pra galera de Barra Velha, as praias de Santa Catarina, as praias de Itapema, as praias de Florianópolis, As praias do Rio de Janeiro Um abraço pra toda a galera"
64,files_original/AUD-20191206-WA0011.opus, João Carbonera Qualidade que você procura
65,files_original/AUD-20200415-WA0016.mp3," Ó nóis aí com o vinho, ó o vinho e a cerveja na mão também, ei ei ei Aí ó pros pobres, seus pelas saco, viu? Aí ó, só pra quem pode, viu? Pelas saco, semelhante Pelas saco, semelhante Aí nóis, é, o peixinho na brasa, a caixa na mão, é só pra quem pode Só pra quem pode Só pra quem pode Ficou na inveja, cara Inveja, cara Aí ó Morreu na inveja o vagabundo Aí ó Ó Escuta o som, escuta o som Nice aí ó Nice aí ó Nice aí ó Nice aí ó Aí é nóis peixinho na brasa ai ó, creio que fodeu ai cara, peixinho na brasa é nois ai Valeu, Adácio, galho, galho, galho, galho, galho, galho, galho, galho, galho, galho, galho, Galho, galho, galho, galho, galho, galho, galho, galho, galho, galho, galho, Galho, galho, galho, galho, galho, galho, galho, galho, Galho, galho, galho, galho, galho, galho, galho, galho, Goli Goli Goli Goli Goli Goli Goli Goli Beijinho na brasa"
66,files_original/AUD-20210410-WA0095.mp3," Oye le yo jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj ¡Ja, ja, ja!"
67,files_original/AUD-20210728-WA0044.opus," E aí Fé e Piazada, o pai tá ligado, agora o pai tá on, quase on."
68,files_original/AUD-20210815-WA0052.opus," Ô Jefferson, veja lá com teus amigos que não passam agora aqui no trevo por causa que eles estão pegando a turmada que estão passando, vamos dizer, pro lado do cruzeiro ali, o quem vem do cruzeiro pra cá. Estão pegando a barreira ali, a turmada. Estão com um lanterna na mão e estão fazendo espera pra turma ali."
69,files_original/AUD-20191121-WA0023.opus," E aí rapaziada, estamos ligados aqui na noite já, vamos aí ó"
70,files_original/AUD-20200325-WA0018.opus," Eu fui no mercado recente, tinha um mercadinho aberto, ele até deu uma confusão ali O cara com o carrinho cheio de álcool gel ali Mas deitei ele o cacete, não é que era o repositor, não sei se não vai dar confusão Risos"
71,files_original/AUD-20201218-WA0024.m4a," Sextou, bebê! Hoje eu vou atrás das amigas da minha mãe que falava... Cadê o pipi do neném? Tchau, obrigado!"
72,files_original/AUD-20210226-WA0025.mp3," Bora, bora, bora levantar! Vamos começar cedo com esse barulho de ser diabo! Ihu! Pega esse demônio! Não pega esse diabo! Não pega esse demônio! Tô com vontade de quebrar tudo esse demônio! Uou! Ihu! Uou! Uou! Ihu! Uou!"
